time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-26T06:20:32.681Z,53.6208,-166.7845,77.84,2.5,ml,,196,0.182,0.33,us,us7000gd7x,2022-03-05T23:11:14.040Z,"32 km SSW of Unalaska, Alaska",earthquake,7.3,10.5,0.128,8,reviewed,us,us
2021-12-26T05:57:46.284Z,51.3344,-175.8525,35,2.7,ml,,242,0.63,0.36,us,us7000gd81,2022-03-05T23:11:14.040Z,"80 km SE of Adak, Alaska",earthquake,2.7,2,0.128,8,reviewed,us,us
2021-12-26T04:49:45.324Z,61.5619,-151.4167,77.1,2,ml,,,,0.64,ak,ak021gjg59ql,2022-01-19T17:20:25.159Z,"47 km S of Skwentna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-12-26T04:25:56.736Z,53.5273,-164.7536,35,3.2,ml,,231,0.857,0.27,us,us7000gd7w,2022-03-05T23:11:13.040Z,"95 km SE of Akutan, Alaska",earthquake,4.9,2,0.105,12,reviewed,us,us
2021-12-26T01:52:37.888Z,56.7809,-157.1866,96.8,2.3,ml,,,,0.49,ak,ak021gjedlii,2022-01-19T17:20:23.612Z,"82 km S of Ugashik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-25T23:55:13.445Z,56.7579,-157.0451,83.1,2,ml,,,,0.48,ak,ak021gi3yeci,2022-01-20T14:25:40.369Z,"86 km SSE of Ugashik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-12-25T23:42:59.803Z,56.2867,-156.6326,46,2.1,ml,,,,0.46,ak,ak021gi3vovw,2022-01-20T14:25:41.104Z,"109 km E of Chignik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-25T23:35:55.699Z,55.4563,-156.9687,10.1,2.7,ml,,,,0.51,ak,ak021gi3u6k1,2022-03-05T23:11:14.040Z,"129 km SE of Chignik, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2021-12-25T23:10:13.003Z,54.8164,-157.8983,5.3,3.9,ml,,,,0.56,ak,ak021gi3oqcq,2022-03-05T23:10:40.040Z,"145 km SSE of Perryville, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-25T22:11:37.869Z,60.8508,-151.032,9.5,2,ml,,,,0.47,ak,ak021gi33kbu,2022-01-20T14:24:19.297Z,"20 km WSW of Point Possession, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-12-25T21:37:52.401Z,59.2899,-153.6848,105.5,2.3,ml,,,,0.35,ak,ak021gi2nqfw,2022-03-05T23:10:40.040Z,"54 km ESE of Pope-Vannoy Landing, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2021-12-25T21:18:55.305Z,55.3244,-160.3454,67.6,2,ml,,,,0.35,ak,ak021gi2jmre,2022-01-20T14:24:17.874Z,"9 km E of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-12-25T19:52:39.489Z,54.1707,-162.1703,17.32,2.7,ml,,225,0.807,0.75,us,us7000gdj9,2022-03-05T23:11:14.040Z,"99 km S of King Cove, Alaska",earthquake,5.4,12.6,0.091,16,reviewed,us,us
